,,,,,,Scoring,,,,,Goals,,,,Assists,,,Shots,,,Ice Time,,Faceoffs,,,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
974,Petr Mrázek,33,ANA,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,515:53,51:35,0,0,,0,0,0,5,,mrazepe01
975,Ty Mueller,22,VAN,C,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,5,42:44,10:41,8,9,47.1,2,4,1,2,,muellty01
976,Sergey Murashov,21,PIT,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,281:17,56:15,0,0,,0,0,0,3,,murasse01
977,Ty Murchison,22,PHI,D,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2,45:01,15:00,0,0,,2,5,0,3,,murchty01
978,Matt Murray,31,SEA,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,216:53,43:23,0,0,,0,0,0,2,,murrama02
979,Jordan Oesterle,33,NSH,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,2,14:05,14:05,0,0,,2,1,0,0,,oestejo01
980,Xavier Parent,24,NJD,F,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,6,42:52,8:34,0,0,,1,7,1,1,,parenxa01
981,Jiří Patera,26,VAN,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,56:49,56:49,0,0,,0,0,0,0,,paterji01
982,Lane Pederson,28,PHI,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,44:19,8:52,13,14,48.1,3,16,1,6,,pederla01
983,Jakob Pelletier,24,TBL,LW,4,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,6,35:33,8:53,1,0,100.0,3,5,0,3,,pelleja01
984,Michael Pezzetta,27,TOR,C,8,0,0,0,-4,35,0,0,0,0,0,0,0,2,0.0,4,48:13,6:02,0,2,0.0,2,27,0,3,,pezzemi01
985,Isaak Phillips,24,WPG,D,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,5,28:33,9:31,0,0,,1,3,0,2,,phillis01
986,Calvin Pickard,33,EDM,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,864:08,54:01,0,0,,0,0,0,12,,pickaca01
987,Owen Pickering,22,PIT,D,4,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,6,48:23,12:06,0,0,,2,1,1,4,,pickeow01
988,Luca Pinelli,20,CBJ,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,10,41:18,13:46,0,0,,1,2,0,3,,pinellu01
989,Jason Polin,26,COL,F,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,20:06,6:42,0,0,,3,8,0,0,,polinja01
990,Samuel Poulin,24,PIT,RW,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,6,27:38,13:49,0,0,,2,2,1,1,,poulisa01
991,Cayden Primeau,26,TOR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,181:28,60:29,0,0,,0,0,0,1,,primeca01
992,James Reimer,37,OTT,G,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,757:47,58:17,0,0,,0,0,0,3,,reimeja01
993,Marshall Rifai,27,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,9:40,9:40,0,0,,1,0,0,1,,rifaima01
994,David Rittich,33,NYI,G,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1594:52,55:00,0,0,,0,0,0,21,,rittida01
995,Joshua Roy,22,MTL,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,6,29:22,9:47,0,0,,0,6,0,3,,royjo01
996,Juuse Saros,30,NSH,G,58,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,3373:08,58:09,0,0,,0,0,0,26,,sarosju01
997,Hunter Shepard,30,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35:47,35:47,0,0,,0,0,0,0,,shepahu01
998,Igor Shesterkin,30,NYR,G,51,0,0,0,0,11,0,0,0,0,0,0,0,2,0.0,3,3024:13,59:18,0,0,,0,0,0,28,,shestig01
999,Hunter Skinner,24,STL,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,10:45,10:45,0,0,,1,4,0,0,,skinnhu01
1000,Wilmer Skoog,26,FLA,F,2,0,0,0,1,4,0,0,0,0,0,0,0,2,0.0,8,31:03,15:32,0,0,,3,2,0,1,,skoogwi01
1001,Josiah Slavin,27,CAR,LW,2,0,0,0,1,2,0,0,0,0,0,0,0,0,,4,30:02,15:01,1,1,50.0,1,1,1,0,,slavijo01
1002,Arvid Söderblom,26,CHI,G,26,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,1468:37,56:29,0,0,,0,0,0,5,,soderar01
1003,David Spacek,22,MIN,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,21:30,10:45,0,0,,2,1,0,1,,spaceda01
1004,Clay Stevenson,26,WSH,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,180:07,60:02,0,0,,0,0,0,1,,stevecl01
1005,Riley Stillman,27,EDM,D,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,4,48:08,12:02,0,0,,4,7,0,2,,stillri01
1006,Anthony Stolarz,32,TOR,G,26,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1389:15,53:26,0,0,,0,0,0,7,,stolaan01
1007,William Stromgren,22,CGY,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,21:52,7:17,0,0,,0,0,0,0,,stromwi01
1008,Jack Studnicka,26,FLA,C,19,0,0,0,-6,4,0,0,0,0,0,0,0,16,0.0,26,134:49,7:06,22,36,37.9,6,19,3,4,,studnja01
1009,Jeremy Swayman,27,BOS,G,54,0,0,0,0,11,0,0,0,0,0,0,0,0,,1,3175:17,58:48,0,0,,0,0,0,24,,swaymje01
1010,Mads Søgaard,25,OTT,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77:25,38:43,0,0,,0,0,0,1,,sogaama01
1011,Daniil Tarasov,26,FLA,G,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1845:40,57:41,0,0,,0,0,0,18,,tarasda02
1012,Henry Thrun,24,TOR,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,5,59:27,14:52,0,0,,4,3,0,1,,thrunhe01
1013,Nikita Tolopilo,25,VAN,G,21,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1145:41,54:33,0,0,,0,0,0,5,,tolopni01
1014,Bogdan Trineyev,23,WSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,21:03,10:32,0,0,,2,1,1,1,,trinebo01
1015,Ryan Tverberg,24,TOR,C,1,0,0,0,1,2,0,0,0,0,0,0,0,0,,0,9:04,9:04,0,0,,0,1,0,0,,tverbry01
1016,T.J. Tynan,33,COL,C,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,8:13,8:13,4,6,40.0,0,0,0,0,,tynant.01
1017,Kai Uchacz,22,VEG,F,3,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,3,36:33,12:11,13,15,46.4,3,7,0,2,,uchacka01
1018,Topias Vilen,22,NJD,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,12:28,12:28,0,0,,1,0,0,0,,vilento01
1019,William Villeneuve,23,TOR,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,5,35:20,17:40,0,0,,4,1,0,0,,villewi01
1020,Daniel Vladař,28,PHI,G,52,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,2995:13,57:36,0,0,,0,0,0,10,,vladada01
1021,Abram Wiebe,22,CGY,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,2,19:03,9:32,0,0,,1,0,0,0,,wiebeab01
1022,Garrett Wilson,34,PHI,LW,2,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,2,18:09,9:05,0,0,,0,5,1,1,,wilsoga01
1023,Dustin Wolf,24,CGY,G,56,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,3089:49,55:11,0,0,,0,0,0,31,,wolfdu01
1024,Brayden Yager,21,WPG,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,2,10:25,10:25,1,5,16.7,0,0,0,1,,yagerbr01
,League Average,,,,,,,,,,,,,,,,,,11.1,,,18:47,,,50.0,,,,,,-9999
